introduction_id,country_id,year_id,description,intro_status
127,2,2017,Hepatitis A vaccine,No
128,2,2017,Hepatitis B vaccine,Yes
129,2,2017,HepB birth dose,Yes
130,2,2017,Hib (Haemophilus influenzae type B) vaccine,Yes
131,2,2017,HPV (Human Papilloma Virus) vaccine,No
132,2,2017,IPV (Inactivated polio vaccine),Yes
133,2,2017,IPV (Inactivated polio vaccine) 2nd dose,No
134,2,2017,Japanese Encephalitis,No
135,2,2017,Measles-containing vaccine 2nd dose,Yes
136,2,2017,Meningococcal meningitis vaccines (all strains),No
137,2,2017,Mumps vaccine,No
138,2,2017,PCV (Pneumococcal conjugate vaccine),Yes
139,2,2017,PPV (Pneumococcal polysaccharide vaccine),No
140,2,2017,Rotavirus vaccine,No
141,2,2017,Rubella vaccine,No
142,2,2017,Seasonal Influenza vaccine,No
143,2,2017,Typhoid,No
144,2,2017,Varicella vaccine,No
145,2,2017,YF (Yellow fever) vaccine,No
146,2,2016,aP (acellular pertussis) vaccine,No
147,2,2016,Hepatitis A vaccine,No
148,2,2016,Hepatitis B vaccine,Yes
149,2,2016,HepB birth dose,Yes
150,2,2016,Hib (Haemophilus influenzae type B) vaccine,Yes
151,2,2016,HPV (Human Papilloma Virus) vaccine,No
152,2,2016,IPV (Inactivated polio vaccine),Yes
153,2,2016,IPV (Inactivated polio vaccine) 2nd dose,No
154,2,2016,Japanese Encephalitis,No
155,2,2016,Measles-containing vaccine 2nd dose,Yes
156,2,2016,Meningococcal meningitis vaccines (all strains),No
157,2,2016,Mumps vaccine,No
158,2,2016,PCV (Pneumococcal conjugate vaccine),Yes
159,2,2016,PPV (Pneumococcal polysaccharide vaccine),No
160,2,2016,Rotavirus vaccine,No
161,2,2016,Rubella vaccine,No
162,2,2016,Seasonal Influenza vaccine,No
163,2,2016,Typhoid,No
164,2,2016,Varicella vaccine,No
165,2,2016,YF (Yellow fever) vaccine,No
166,2,2015,aP (acellular pertussis) vaccine,No
167,2,2015,Hepatitis A vaccine,No
168,2,2015,Hepatitis B vaccine,Yes
169,2,2015,HepB birth dose,Yes
170,2,2015,Hib (Haemophilus influenzae type B) vaccine,Yes
171,2,2015,HPV (Human Papilloma Virus) vaccine,No
172,2,2015,IPV (Inactivated polio vaccine),Yes
173,2,2015,IPV (Inactivated polio vaccine) 2nd dose,No
174,2,2015,Japanese Encephalitis,No
175,2,2015,Measles-containing vaccine 2nd dose,Yes
176,2,2015,Meningococcal meningitis vaccines (all strains),No
177,2,2015,Mumps vaccine,No
178,2,2015,PCV (Pneumococcal conjugate vaccine),Yes
179,2,2015,PPV (Pneumococcal polysaccharide vaccine),No
180,2,2015,Rotavirus vaccine,No
181,2,2015,Rubella vaccine,No
182,2,2015,Seasonal Influenza vaccine,No
183,2,2015,Typhoid,No
184,2,2015,Varicella vaccine,No
185,2,2015,YF (Yellow fever) vaccine,No
186,2,2014,aP (acellular pertussis) vaccine,No
187,2,2014,Hepatitis A vaccine,No
188,2,2014,Hepatitis B vaccine,Yes
189,2,2014,HepB birth dose,Yes
190,2,2014,Hib (Haemophilus influenzae type B) vaccine,Yes
191,2,2014,HPV (Human Papilloma Virus) vaccine,No
192,2,2014,IPV (Inactivated polio vaccine),No
193,2,2014,IPV (Inactivated polio vaccine) 2nd dose,No
194,2,2014,Japanese Encephalitis,No
195,2,2014,Measles-containing vaccine 2nd dose,Yes
196,2,2014,Meningococcal meningitis vaccines (all strains),No
197,2,2014,Mumps vaccine,No
198,2,2014,PCV (Pneumococcal conjugate vaccine),Yes
199,2,2014,PPV (Pneumococcal polysaccharide vaccine),No
200,2,2014,Rotavirus vaccine,No
201,2,2014,Rubella vaccine,No
202,2,2014,Seasonal Influenza vaccine,No
203,2,2014,Typhoid,No
204,2,2014,Varicella vaccine,No
205,2,2014,YF (Yellow fever) vaccine,No
206,2,2013,aP (acellular pertussis) vaccine,No
207,2,2013,Hepatitis A vaccine,No
208,2,2013,Hepatitis B vaccine,Yes
209,2,2013,HepB birth dose,No
210,2,2013,Hib (Haemophilus influenzae type B) vaccine,Yes
211,2,2013,HPV (Human Papilloma Virus) vaccine,No
212,2,2013,IPV (Inactivated polio vaccine),No
213,2,2013,IPV (Inactivated polio vaccine) 2nd dose,No
214,2,2013,Japanese Encephalitis,No
215,2,2013,Measles-containing vaccine 2nd dose,Yes
216,2,2013,Meningococcal meningitis vaccines (all strains),No
217,2,2013,Mumps vaccine,No
218,2,2013,PCV (Pneumococcal conjugate vaccine),No
219,2,2013,PPV (Pneumococcal polysaccharide vaccine),No
220,2,2013,Rotavirus vaccine,No
221,2,2013,Rubella vaccine,No
222,2,2013,Seasonal Influenza vaccine,No
223,2,2013,Typhoid,No
224,2,2013,Varicella vaccine,No
225,2,2013,YF (Yellow fever) vaccine,No
226,2,2012,aP (acellular pertussis) vaccine,No
227,2,2012,Hepatitis A vaccine,No
228,2,2012,Hepatitis B vaccine,Yes
229,2,2012,HepB birth dose,No
230,2,2012,Hib (Haemophilus influenzae type B) vaccine,Yes
231,2,2012,HPV (Human Papilloma Virus) vaccine,No
232,2,2012,IPV (Inactivated polio vaccine),No
233,2,2012,IPV (Inactivated polio vaccine) 2nd dose,No
234,2,2012,Japanese Encephalitis,No
235,2,2012,Measles-containing vaccine 2nd dose,Yes
236,2,2012,Meningococcal meningitis vaccines (all strains),No
237,2,2012,Mumps vaccine,No
238,2,2012,PCV (Pneumococcal conjugate vaccine),No
239,2,2012,PPV (Pneumococcal polysaccharide vaccine),No
240,2,2012,Rotavirus vaccine,No
241,2,2012,Rubella vaccine,No
242,2,2012,Seasonal Influenza vaccine,No
243,2,2012,Typhoid,No
244,2,2012,Varicella vaccine,No
245,2,2012,YF (Yellow fever) vaccine,No
246,2,2011,aP (acellular pertussis) vaccine,No
247,2,2011,Hepatitis A vaccine,No
248,2,2011,Hepatitis B vaccine,Yes
249,2,2011,HepB birth dose,No
250,2,2011,Hib (Haemophilus influenzae type B) vaccine,Yes
251,2,2011,HPV (Human Papilloma Virus) vaccine,No
252,2,2011,IPV (Inactivated polio vaccine),No
253,2,2011,IPV (Inactivated polio vaccine) 2nd dose,No
254,2,2011,Japanese Encephalitis,No
255,2,2011,Measles-containing vaccine 2nd dose,Yes
256,2,2011,Meningococcal meningitis vaccines (all strains),No
257,2,2011,Mumps vaccine,No
258,2,2011,PCV (Pneumococcal conjugate vaccine),No
259,2,2011,PPV (Pneumococcal polysaccharide vaccine),No
260,2,2011,Rotavirus vaccine,No
261,2,2011,Rubella vaccine,No
262,2,2011,Seasonal Influenza vaccine,No
263,2,2011,Typhoid,No
264,2,2011,Varicella vaccine,No
265,2,2011,YF (Yellow fever) vaccine,No
266,2,2010,aP (acellular pertussis) vaccine,No
267,2,2010,Hepatitis A vaccine,No
268,2,2010,Hepatitis B vaccine,Yes
269,2,2010,HepB birth dose,No
270,2,2010,Hib (Haemophilus influenzae type B) vaccine,Yes
271,2,2010,HPV (Human Papilloma Virus) vaccine,No
272,2,2010,IPV (Inactivated polio vaccine),No
273,2,2010,IPV (Inactivated polio vaccine) 2nd dose,No
274,2,2010,Japanese Encephalitis,No
275,2,2010,Measles-containing vaccine 2nd dose,Yes
276,2,2010,Meningococcal meningitis vaccines (all strains),No
277,2,2010,Mumps vaccine,No
278,2,2010,PCV (Pneumococcal conjugate vaccine),No
279,2,2010,PPV (Pneumococcal polysaccharide vaccine),No
280,2,2010,Rotavirus vaccine,No
281,2,2010,Rubella vaccine,No
282,2,2010,Seasonal Influenza vaccine,No
283,2,2010,Typhoid,No
284,2,2010,Varicella vaccine,No
285,2,2010,YF (Yellow fever) vaccine,No
286,2,2009,aP (acellular pertussis) vaccine,No
287,2,2009,Hepatitis A vaccine,No
288,2,2009,Hepatitis B vaccine,Yes
289,2,2009,HepB birth dose,No
290,2,2009,Hib (Haemophilus influenzae type B) vaccine,Yes
291,2,2009,HPV (Human Papilloma Virus) vaccine,No
292,2,2009,IPV (Inactivated polio vaccine),No
293,2,2009,IPV (Inactivated polio vaccine) 2nd dose,No
294,2,2009,Japanese Encephalitis,No
295,2,2009,Measles-containing vaccine 2nd dose,Yes
296,2,2009,Meningococcal meningitis vaccines (all strains),No
297,2,2009,Mumps vaccine,No
298,2,2009,PCV (Pneumococcal conjugate vaccine),No
299,2,2009,PPV (Pneumococcal polysaccharide vaccine),No
300,2,2009,Rotavirus vaccine,No
301,2,2009,Rubella vaccine,No
302,2,2009,Seasonal Influenza vaccine,No
303,2,2009,Typhoid,No
304,2,2009,Varicella vaccine,No
305,2,2009,YF (Yellow fever) vaccine,No
306,2,2008,aP (acellular pertussis) vaccine,No
307,2,2008,Hepatitis A vaccine,No
308,2,2008,Hepatitis B vaccine,Yes
309,2,2008,HepB birth dose,No
310,2,2008,Hib (Haemophilus influenzae type B) vaccine,No
311,2,2008,HPV (Human Papilloma Virus) vaccine,No
312,2,2008,IPV (Inactivated polio vaccine),No
313,2,2008,IPV (Inactivated polio vaccine) 2nd dose,No
314,2,2008,Japanese Encephalitis,No
315,2,2008,Measles-containing vaccine 2nd dose,Yes
316,2,2008,Meningococcal meningitis vaccines (all strains),No
317,2,2008,Mumps vaccine,No
318,2,2008,PCV (Pneumococcal conjugate vaccine),No
319,2,2008,PPV (Pneumococcal polysaccharide vaccine),No
320,2,2008,Rotavirus vaccine,No
321,2,2008,Rubella vaccine,No
322,2,2008,Seasonal Influenza vaccine,No
323,2,2008,Typhoid,No
324,2,2008,Varicella vaccine,No
325,2,2008,YF (Yellow fever) vaccine,No
326,2,2007,aP (acellular pertussis) vaccine,No
327,2,2007,Hepatitis A vaccine,No
328,2,2007,Hepatitis B vaccine,Yes
329,2,2007,HepB birth dose,No
330,2,2007,Hib (Haemophilus influenzae type B) vaccine,No
331,2,2007,HPV (Human Papilloma Virus) vaccine,No
332,2,2007,IPV (Inactivated polio vaccine),No
333,2,2007,IPV (Inactivated polio vaccine) 2nd dose,No
334,2,2007,Japanese Encephalitis,No
335,2,2007,Measles-containing vaccine 2nd dose,Yes
336,2,2007,Meningococcal meningitis vaccines (all strains),No
337,2,2007,Mumps vaccine,No
338,2,2007,PCV (Pneumococcal conjugate vaccine),No
339,2,2007,PPV (Pneumococcal polysaccharide vaccine),No
340,2,2007,Rotavirus vaccine,No
341,2,2007,Rubella vaccine,No
342,2,2007,Seasonal Influenza vaccine,No
343,2,2007,Typhoid,No
344,2,2007,Varicella vaccine,No
345,2,2007,YF (Yellow fever) vaccine,No
346,2,2006,aP (acellular pertussis) vaccine,No
347,2,2006,Hepatitis A vaccine,No
348,2,2006,Hepatitis B vaccine,Yes
349,2,2006,HepB birth dose,No
350,2,2006,Hib (Haemophilus influenzae type B) vaccine,No
351,2,2006,HPV (Human Papilloma Virus) vaccine,No
352,2,2006,IPV (Inactivated polio vaccine),No
353,2,2006,IPV (Inactivated polio vaccine) 2nd dose,No
354,2,2006,Japanese Encephalitis,No
355,2,2006,Measles-containing vaccine 2nd dose,Yes
356,2,2006,Meningococcal meningitis vaccines (all strains),No
357,2,2006,Mumps vaccine,No
358,2,2006,PCV (Pneumococcal conjugate vaccine),No
359,2,2006,PPV (Pneumococcal polysaccharide vaccine),No
360,2,2006,Rotavirus vaccine,No
361,2,2006,Rubella vaccine,No
362,2,2006,Seasonal Influenza vaccine,No
363,2,2006,Typhoid,No
364,2,2006,Varicella vaccine,No
365,2,2006,YF (Yellow fever) vaccine,No
366,2,2005,aP (acellular pertussis) vaccine,No
367,2,2005,Hepatitis A vaccine,No
368,2,2005,Hepatitis B vaccine,No
369,2,2005,HepB birth dose,No
370,2,2005,Hib (Haemophilus influenzae type B) vaccine,No
371,2,2005,IPV (Inactivated polio vaccine),No
372,2,2005,IPV (Inactivated polio vaccine) 2nd dose,No
373,2,2005,Japanese Encephalitis,No
374,2,2005,Measles-containing vaccine 2nd dose,Yes
375,2,2005,Meningococcal meningitis vaccines (all strains),No
376,2,2005,Mumps vaccine,No
377,2,2005,PCV (Pneumococcal conjugate vaccine),No
378,2,2005,PPV (Pneumococcal polysaccharide vaccine),No
379,2,2005,Rubella vaccine,No
380,2,2005,Seasonal Influenza vaccine,No
381,2,2005,Typhoid,No
382,2,2005,Varicella vaccine,No
383,2,2005,YF (Yellow fever) vaccine,No
384,2,2004,aP (acellular pertussis) vaccine,No
385,2,2004,Hepatitis A vaccine,No
386,2,2004,Hepatitis B vaccine,No
387,2,2004,HepB birth dose,No
388,2,2004,Hib (Haemophilus influenzae type B) vaccine,No
389,2,2004,IPV (Inactivated polio vaccine),No
390,2,2004,IPV (Inactivated polio vaccine) 2nd dose,No
391,2,2004,Japanese Encephalitis,No
392,2,2004,Measles-containing vaccine 2nd dose,Yes
393,2,2004,Meningococcal meningitis vaccines (all strains),No
394,2,2004,Mumps vaccine,No
395,2,2004,PCV (Pneumococcal conjugate vaccine),No
396,2,2004,PPV (Pneumococcal polysaccharide vaccine),No
397,2,2004,Rubella vaccine,No
398,2,2004,Seasonal Influenza vaccine,No
399,2,2004,Typhoid,No
400,2,2004,Varicella vaccine,No
401,2,2004,YF (Yellow fever) vaccine,No
402,2,2003,aP (acellular pertussis) vaccine,No
403,2,2003,Hepatitis A vaccine,No
404,2,2003,Hepatitis B vaccine,No
405,2,2003,HepB birth dose,No
406,2,2003,Hib (Haemophilus influenzae type B) vaccine,No
407,2,2003,IPV (Inactivated polio vaccine),No
408,2,2003,IPV (Inactivated polio vaccine) 2nd dose,No
409,2,2003,Japanese Encephalitis,No
410,2,2003,Measles-containing vaccine 2nd dose,No
411,2,2003,Meningococcal meningitis vaccines (all strains),No
412,2,2003,Mumps vaccine,No
413,2,2003,PCV (Pneumococcal conjugate vaccine),No
414,2,2003,PPV (Pneumococcal polysaccharide vaccine),No
415,2,2003,Rubella vaccine,No
416,2,2003,Seasonal Influenza vaccine,No
417,2,2003,Typhoid,No
418,2,2003,Varicella vaccine,No
419,2,2003,YF (Yellow fever) vaccine,No
420,2,2002,aP (acellular pertussis) vaccine,No
421,2,2002,Hepatitis A vaccine,No
422,2,2002,Hepatitis B vaccine,No
423,2,2002,HepB birth dose,No
424,2,2002,Hib (Haemophilus influenzae type B) vaccine,No
425,2,2002,IPV (Inactivated polio vaccine),No
426,2,2002,IPV (Inactivated polio vaccine) 2nd dose,No
427,2,2002,Japanese Encephalitis,No
428,2,2002,Measles-containing vaccine 2nd dose,No
429,2,2002,Meningococcal meningitis vaccines (all strains),No
430,2,2002,Mumps vaccine,No
431,2,2002,PCV (Pneumococcal conjugate vaccine),No
432,2,2002,PPV (Pneumococcal polysaccharide vaccine),No
433,2,2002,Rubella vaccine,No
434,2,2002,Seasonal Influenza vaccine,No
435,2,2002,Typhoid,No
436,2,2002,Varicella vaccine,No
437,2,2002,YF (Yellow fever) vaccine,No
438,2,2001,aP (acellular pertussis) vaccine,No
439,2,2001,Hepatitis B vaccine,No
440,2,2001,HepB birth dose,No
441,2,2001,Hib (Haemophilus influenzae type B) vaccine,No
442,2,2001,IPV (Inactivated polio vaccine),No
443,2,2001,Japanese Encephalitis,No
444,2,2001,Measles-containing vaccine 2nd dose,No
445,2,2001,Meningococcal meningitis vaccines (all strains),No
446,2,2001,Mumps vaccine,No
447,2,2001,PCV (Pneumococcal conjugate vaccine),No
448,2,2001,PPV (Pneumococcal polysaccharide vaccine),No
449,2,2001,Rubella vaccine,No
450,2,2001,Seasonal Influenza vaccine,No
451,2,2001,Varicella vaccine,No
452,2,2001,YF (Yellow fever) vaccine,No
453,2,2000,Hepatitis B vaccine,No
454,2,2000,HepB birth dose,No
455,2,2000,Hib (Haemophilus influenzae type B) vaccine,No
456,2,2000,IPV (Inactivated polio vaccine),No
457,2,2000,Measles-containing vaccine 2nd dose,No
458,2,2000,Meningococcal meningitis vaccines (all strains),No
459,2,2000,Mumps vaccine,No
460,2,2000,PCV (Pneumococcal conjugate vaccine),No
461,2,2000,PPV (Pneumococcal polysaccharide vaccine),No
462,2,2000,Rubella vaccine,No
463,2,2000,Seasonal Influenza vaccine,No
464,2,2000,YF (Yellow fever) vaccine,No
465,2,1999,Hepatitis B vaccine,No
466,2,1999,HepB birth dose,No
467,2,1999,Hib (Haemophilus influenzae type B) vaccine,No
468,2,1999,IPV (Inactivated polio vaccine),No
469,2,1999,Measles-containing vaccine 2nd dose,No
470,2,1999,Meningococcal meningitis vaccines (all strains),No
471,2,1999,Mumps vaccine,No
472,2,1999,PPV (Pneumococcal polysaccharide vaccine),No
473,2,1999,Rubella vaccine,No
474,2,1999,Seasonal Influenza vaccine,No
475,2,1999,YF (Yellow fever) vaccine,No
476,2,1998,Hepatitis B vaccine,No
477,2,1998,HepB birth dose,No
478,2,1998,Hib (Haemophilus influenzae type B) vaccine,No
479,2,1998,IPV (Inactivated polio vaccine),No
480,2,1998,Measles-containing vaccine 2nd dose,No
481,2,1998,Mumps vaccine,No
482,2,1998,Rubella vaccine,No
483,2,1998,Seasonal Influenza vaccine,No
484,2,1998,YF (Yellow fever) vaccine,No
485,2,1997,Hepatitis B vaccine,No
486,2,1997,HepB birth dose,No
487,2,1997,Hib (Haemophilus influenzae type B) vaccine,No
488,2,1997,IPV (Inactivated polio vaccine),No
489,2,1997,Measles-containing vaccine 2nd dose,No
490,2,1997,Mumps vaccine,No
491,2,1997,Rubella vaccine,No
492,2,1997,Seasonal Influenza vaccine,No
493,2,1997,YF (Yellow fever) vaccine,No
494,2,1996,Hepatitis B vaccine,No
495,2,1996,HepB birth dose,No
496,2,1996,Hib (Haemophilus influenzae type B) vaccine,No
497,2,1996,IPV (Inactivated polio vaccine),No
498,2,1996,Measles-containing vaccine 2nd dose,No
499,2,1996,Mumps vaccine,No
500,2,1996,Rubella vaccine,No
501,2,1996,Seasonal Influenza vaccine,No
502,2,1996,YF (Yellow fever) vaccine,No
503,2,1995,Hepatitis B vaccine,No
504,2,1995,HepB birth dose,No
505,2,1995,Hib (Haemophilus influenzae type B) vaccine,No
506,2,1995,IPV (Inactivated polio vaccine),No
507,2,1995,IPV (Inactivated polio vaccine) 2nd dose,No
508,2,1995,Measles-containing vaccine 2nd dose,No
509,2,1995,Mumps vaccine,No
510,2,1995,Rubella vaccine,No
511,2,1995,Seasonal Influenza vaccine,No
512,2,1995,YF (Yellow fever) vaccine,No
513,2,1994,Hepatitis B vaccine,No
514,2,1994,HepB birth dose,No
515,2,1994,Hib (Haemophilus influenzae type B) vaccine,No
516,2,1994,IPV (Inactivated polio vaccine),No
517,2,1994,Measles-containing vaccine 2nd dose,No
518,2,1994,Mumps vaccine,No
519,2,1994,Rubella vaccine,No
520,2,1994,Seasonal Influenza vaccine,No
521,2,1994,YF (Yellow fever) vaccine,No
522,2,1993,Hepatitis B vaccine,No
523,2,1993,HepB birth dose,No
524,2,1993,Hib (Haemophilus influenzae type B) vaccine,No
525,2,1993,IPV (Inactivated polio vaccine),No
526,2,1993,Measles-containing vaccine 2nd dose,No
527,2,1993,Mumps vaccine,No
528,2,1993,Rubella vaccine,No
529,2,1993,Seasonal Influenza vaccine,No
530,2,1993,YF (Yellow fever) vaccine,No
531,2,1992,Hepatitis B vaccine,No
532,2,1992,HepB birth dose,No
533,2,1992,Hib (Haemophilus influenzae type B) vaccine,No
534,2,1992,IPV (Inactivated polio vaccine),No
535,2,1992,Measles-containing vaccine 2nd dose,No
536,2,1992,Mumps vaccine,No
537,2,1992,Rubella vaccine,No
538,2,1992,Seasonal Influenza vaccine,No
539,2,1992,YF (Yellow fever) vaccine,No
540,2,1991,Hepatitis B vaccine,No
541,2,1991,HepB birth dose,No
542,2,1991,Hib (Haemophilus influenzae type B) vaccine,No
543,2,1991,IPV (Inactivated polio vaccine),No
544,2,1991,Measles-containing vaccine 2nd dose,No
545,2,1991,Mumps vaccine,No
546,2,1991,Rubella vaccine,No
547,2,1991,Seasonal Influenza vaccine,No
548,2,1991,YF (Yellow fever) vaccine,No
549,2,1990,Hepatitis B vaccine,No
550,2,1990,HepB birth dose,No
551,2,1990,Hib (Haemophilus influenzae type B) vaccine,No
552,2,1990,IPV (Inactivated polio vaccine),No
553,2,1990,Measles-containing vaccine 2nd dose,No
554,2,1990,Mumps vaccine,No
555,2,1990,Rubella vaccine,No
556,2,1990,Seasonal Influenza vaccine,No
557,2,1990,YF (Yellow fever) vaccine,No
558,2,1989,Hepatitis B vaccine,No
559,2,1989,HepB birth dose,No
560,2,1989,Hib (Haemophilus influenzae type B) vaccine,No
561,2,1989,IPV (Inactivated polio vaccine),No
562,2,1989,Measles-containing vaccine 2nd dose,No
563,2,1989,Mumps vaccine,No
564,2,1989,Rubella vaccine,No
565,2,1989,Seasonal Influenza vaccine,No
566,2,1989,YF (Yellow fever) vaccine,No
567,2,1988,Hepatitis B vaccine,No
568,2,1988,Hib (Haemophilus influenzae type B) vaccine,No
569,2,1988,IPV (Inactivated polio vaccine),No
570,2,1988,Measles-containing vaccine 2nd dose,No
571,2,1988,Mumps vaccine,No
572,2,1988,Rubella vaccine,No
573,2,1988,Seasonal Influenza vaccine,No
574,2,1988,YF (Yellow fever) vaccine,No
575,2,1987,Hepatitis B vaccine,No
576,2,1987,Hib (Haemophilus influenzae type B) vaccine,No
577,2,1987,IPV (Inactivated polio vaccine),No
578,2,1987,Measles-containing vaccine 2nd dose,No
579,2,1987,Mumps vaccine,No
580,2,1987,Rubella vaccine,No
581,2,1987,Seasonal Influenza vaccine,No
582,2,1987,YF (Yellow fever) vaccine,No
583,2,1986,Hepatitis B vaccine,No
584,2,1986,Hib (Haemophilus influenzae type B) vaccine,No
585,2,1986,IPV (Inactivated polio vaccine),No
586,2,1986,Measles-containing vaccine 2nd dose,No
587,2,1986,Mumps vaccine,No
588,2,1986,Rubella vaccine,No
589,2,1986,Seasonal Influenza vaccine,No
590,2,1986,YF (Yellow fever) vaccine,No
591,2,1985,Hepatitis B vaccine,No
592,2,1985,IPV (Inactivated polio vaccine),No
593,2,1985,Measles-containing vaccine 2nd dose,No
594,2,1985,Mumps vaccine,No
595,2,1985,Rubella vaccine,No
596,2,1985,Seasonal Influenza vaccine,No
597,2,1985,YF (Yellow fever) vaccine,No
598,2,1984,Hepatitis B vaccine,No
599,2,1984,IPV (Inactivated polio vaccine),No
600,2,1984,Measles-containing vaccine 2nd dose,No
601,2,1984,Mumps vaccine,No
602,2,1984,Rubella vaccine,No
603,2,1984,Seasonal Influenza vaccine,No
604,2,1984,YF (Yellow fever) vaccine,No
605,2,1983,Hepatitis B vaccine,No
606,2,1983,IPV (Inactivated polio vaccine),No
607,2,1983,Measles-containing vaccine 2nd dose,No
608,2,1983,Mumps vaccine,No
609,2,1983,Rubella vaccine,No
610,2,1983,Seasonal Influenza vaccine,No
611,2,1983,YF (Yellow fever) vaccine,No
612,2,1982,Hepatitis B vaccine,No
613,2,1982,IPV (Inactivated polio vaccine),No
614,2,1982,Measles-containing vaccine 2nd dose,No
615,2,1982,Mumps vaccine,No
616,2,1982,Rubella vaccine,No
617,2,1982,Seasonal Influenza vaccine,No
618,2,1982,YF (Yellow fever) vaccine,No
619,2,1981,IPV (Inactivated polio vaccine),No
620,2,1981,Measles-containing vaccine 2nd dose,No
621,2,1981,Mumps vaccine,No
622,2,1981,Rubella vaccine,No
623,2,1981,Seasonal Influenza vaccine,No
624,2,1981,YF (Yellow fever) vaccine,No
625,2,1980,IPV (Inactivated polio vaccine),No
626,2,1980,Measles-containing vaccine 2nd dose,No
627,2,1980,Mumps vaccine,No
628,2,1980,Rubella vaccine,No
629,2,1980,Seasonal Influenza vaccine,No
630,2,1980,YF (Yellow fever) vaccine,No
631,2,1979,IPV (Inactivated polio vaccine),No
632,2,1979,Measles-containing vaccine 2nd dose,No
633,2,1979,Mumps vaccine,No
634,2,1979,Rubella vaccine,No
635,2,1979,Seasonal Influenza vaccine,No
636,2,1979,YF (Yellow fever) vaccine,No
637,2,1978,IPV (Inactivated polio vaccine),No
638,2,1978,Measles-containing vaccine 2nd dose,No
639,2,1978,Mumps vaccine,No
640,2,1978,Rubella vaccine,No
641,2,1978,Seasonal Influenza vaccine,No
642,2,1978,YF (Yellow fever) vaccine,No
643,2,1977,IPV (Inactivated polio vaccine),No
644,2,1977,Measles-containing vaccine 2nd dose,No
645,2,1977,Mumps vaccine,No
646,2,1977,Rubella vaccine,No
647,2,1977,Seasonal Influenza vaccine,No
648,2,1977,YF (Yellow fever) vaccine,No
649,2,1976,IPV (Inactivated polio vaccine),No
650,2,1976,Measles-containing vaccine 2nd dose,No
651,2,1976,Mumps vaccine,No
652,2,1976,Rubella vaccine,No
653,2,1976,Seasonal Influenza vaccine,No
654,2,1976,YF (Yellow fever) vaccine,No
655,2,1975,IPV (Inactivated polio vaccine),No
656,2,1975,Measles-containing vaccine 2nd dose,No
657,2,1975,Mumps vaccine,No
658,2,1975,Rubella vaccine,No
659,2,1975,Seasonal Influenza vaccine,No
660,2,1975,YF (Yellow fever) vaccine,No
661,2,1974,IPV (Inactivated polio vaccine),No
662,2,1974,Measles-containing vaccine 2nd dose,No
663,2,1974,Mumps vaccine,No
664,2,1974,Rubella vaccine,No
665,2,1974,Seasonal Influenza vaccine,No
666,2,1974,YF (Yellow fever) vaccine,No
667,2,1973,IPV (Inactivated polio vaccine),No
668,2,1973,Measles-containing vaccine 2nd dose,No
669,2,1973,Mumps vaccine,No
670,2,1973,Rubella vaccine,No
671,2,1973,Seasonal Influenza vaccine,No
672,2,1973,YF (Yellow fever) vaccine,No
673,2,1972,IPV (Inactivated polio vaccine),No
674,2,1972,Measles-containing vaccine 2nd dose,No
675,2,1972,Mumps vaccine,No
676,2,1972,Rubella vaccine,No
677,2,1972,Seasonal Influenza vaccine,No
678,2,1972,YF (Yellow fever) vaccine,No
679,2,1971,IPV (Inactivated polio vaccine),No
680,2,1971,Measles-containing vaccine 2nd dose,No
681,2,1971,Mumps vaccine,No
682,2,1971,Rubella vaccine,No
683,2,1971,Seasonal Influenza vaccine,No
684,2,1971,YF (Yellow fever) vaccine,No
685,2,1970,IPV (Inactivated polio vaccine),No
686,2,1970,Measles-containing vaccine 2nd dose,No
687,2,1970,Mumps vaccine,No
688,2,1970,Rubella vaccine,No
689,2,1970,Seasonal Influenza vaccine,No
690,2,1970,YF (Yellow fever) vaccine,No
691,2,1969,IPV (Inactivated polio vaccine),No
692,2,1969,Measles-containing vaccine 2nd dose,No
693,2,1969,Mumps vaccine,No
694,2,1969,Rubella vaccine,No
695,2,1969,Seasonal Influenza vaccine,No
696,2,1969,YF (Yellow fever) vaccine,No
697,2,1968,IPV (Inactivated polio vaccine),No
698,2,1968,Measles-containing vaccine 2nd dose,No
699,2,1968,Seasonal Influenza vaccine,No
700,2,1968,YF (Yellow fever) vaccine,No
701,2,1967,IPV (Inactivated polio vaccine),No
702,2,1967,Measles-containing vaccine 2nd dose,No
703,2,1967,Seasonal Influenza vaccine,No
704,2,1967,YF (Yellow fever) vaccine,No
705,2,1966,IPV (Inactivated polio vaccine),No
706,2,1966,Measles-containing vaccine 2nd dose,No
707,2,1966,Seasonal Influenza vaccine,No
708,2,1965,IPV (Inactivated polio vaccine),No
709,2,1965,Measles-containing vaccine 2nd dose,No
710,2,1965,Seasonal Influenza vaccine,No
711,2,1964,IPV (Inactivated polio vaccine),No
712,2,1964,Measles-containing vaccine 2nd dose,No
713,2,1964,Seasonal Influenza vaccine,No
714,2,1963,IPV (Inactivated polio vaccine),No
715,2,1963,Measles-containing vaccine 2nd dose,No
716,2,1963,Seasonal Influenza vaccine,No
717,2,1962,IPV (Inactivated polio vaccine),No
718,2,1962,Seasonal Influenza vaccine,No
719,2,1961,IPV (Inactivated polio vaccine),No
720,2,1961,Seasonal Influenza vaccine,No
721,2,1960,IPV (Inactivated polio vaccine),No
722,2,1960,Seasonal Influenza vaccine,No
723,2,1959,IPV (Inactivated polio vaccine),No
